index_number,game_name,platform,console,release_year,rating,genre,publisher,developer,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
6687,NBA Showtime: NBA on NBC,N64,N64,1999,,Sports,Midway Games,,0.23,0.02,0,0,0.25,\N,\N,\N,\N
6688,Fox Sports College Hoops '99,N64,N64,1998,,Sports,Fox Interactive,,0.2,0.05,0,0,0.25,\N,\N,\N,\N
6693,Wayne Gretzky's 3D Hockey '98,N64,N64,1997,,Sports,Midway Games,,0.23,0.02,0,0,0.25,\N,\N,\N,\N
6693,Wayne Gretzky's 3D Hockey '98,N64,N64,1997,,Sports,Midway Games,,0.23,0.02,0,0,0.25,\N,\N,\N,\N
6713,Disgaea 2: Dark Hero Days,PSP,PSP,2009,T,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25,83,33,7.1,47
6718,Medabots AX: Metabee,GBA,GBA,2002,,Role-Playing,Natsume,,0.18,0.07,0,0,0.25,\N,\N,\N,\N
6720,X-Men: Destiny,PS3,PS3,2011,E10+,Action,Activision,Silicon Knights,0.14,0.08,0,0.03,0.25,33,6,5.6,7
6720,X-Men: Destiny,PS3,PS3,2011,T,Action,Activision,Silicon Knights,0.14,0.08,0,0.03,0.25,36,10,4.5,15
6720,X-Men: Destiny,PS3,PS3,2011,T,Action,Activision,Silicon Knights,0.14,0.08,0,0.03,0.25,47,51,5,72
6720,X-Men: Destiny,PS3,PS3,2011,T,Action,Activision,Silicon Knights,0.14,0.08,0,0.03,0.25,50,33,4.8,37
6740,WRC: World Rally Championship,PS2,PS2,2001,,Racing,Sony Computer Entertainment,,0.12,0.09,0,0.03,0.25,\N,\N,\N,\N
6742,Cars: Mater-National Championship,PS2,PS2,2007,E,Racing,THQ,Rainbow Studios,0.12,0.09,0,0.03,0.25,58,9,7.8,6
6742,Cars: Mater-National Championship,PS2,PS2,2007,E,Racing,THQ,Rainbow Studios,0.12,0.09,0,0.03,0.25,67,4,\N,\N
6742,Cars: Mater-National Championship,PS2,PS2,2007,E,Racing,THQ,Rainbow Studios,0.12,0.09,0,0.03,0.25,63,8,4.8,4
6751,Pro Evolution Soccer 2014,X360,X360,2013,E,Action,Konami Digital Entertainment,Konami,0.06,0.16,0,0.03,0.25,74,9,4.4,239
6751,Pro Evolution Soccer 2014,X360,X360,2013,E,Action,Konami Digital Entertainment,Konami,0.06,0.16,0,0.03,0.25,\N,\N,\N,\N
6751,Pro Evolution Soccer 2014,X360,X360,2013,E,Action,Konami Digital Entertainment,Konami,0.06,0.16,0,0.03,0.25,\N,\N,\N,\N
6751,Pro Evolution Soccer 2014,X360,X360,2013,E,Action,Konami Digital Entertainment,Konami,0.06,0.16,0,0.03,0.25,80,23,4.3,113
6754,Nickelodeon Party Blast,GC,GC,2002,E,Misc,Atari,Data Design Interactive,0.19,0.05,0,0.01,0.25,19,4,4.3,7
6754,Nickelodeon Party Blast,GC,GC,2002,E,Misc,Atari,Data Design Interactive,0.19,0.05,0,0.01,0.25,\N,\N,\N,\N
6762,Sorry! / Aggravation / Scrabble Junior,GBA,GBA,2005,,Misc,Zoo Digital Publishing,,0.18,0.07,0,0,0.25,\N,\N,\N,\N
6765,NBA Courtside 2002,GC,GC,2002,E,Sports,Nintendo,Left Field Productions,0.19,0.05,0,0.01,0.25,71,18,7.4,7
6766,How to Train Your Dragon 2,3DS,3DS,2014,E10+,Adventure,Little Orbit,Torus Games,0.04,0.19,0,0.02,0.25,47,4,4.9,7
6766,How to Train Your Dragon 2,3DS,3DS,2014,E10+,Adventure,Little Orbit,Torus Games,0.04,0.19,0,0.02,0.25,\N,\N,\N,\N
6766,How to Train Your Dragon 2,3DS,3DS,2014,E10+,Adventure,Little Orbit,Torus Games,0.04,0.19,0,0.02,0.25,\N,\N,2.9,7
6766,How to Train Your Dragon 2,3DS,3DS,2014,E10+,Adventure,Little Orbit,Torus Games,0.04,0.19,0,0.02,0.25,\N,\N,\N,\N
6766,How to Train Your Dragon 2,3DS,3DS,2014,E10+,Adventure,Little Orbit,Torus Games,0.04,0.19,0,0.02,0.25,\N,\N,\N,\N
6768,Classic NES Series: Excitebike,GBA,GBA,2004,E,Racing,Nintendo,Nintendo,0.11,0.04,0.1,0.01,0.25,66,12,\N,\N
6772,Dora the Explorer: Journey to the Purple Planet,PS2,PS2,2005,EC,Adventure,Global Star,Take-Two Interactive,0.12,0.09,0,0.03,0.24,\N,\N,\N,\N
6772,Dora the Explorer: Journey to the Purple Planet,PS2,PS2,2005,EC,Adventure,Global Star,Take-Two Interactive,0.12,0.09,0,0.03,0.24,\N,\N,7,4
6774,Digimon World: Data Squad,PS2,PS2,2006,E10+,Role-Playing,Namco Bandai Games,Bec,0.12,0.09,0,0.03,0.24,43,12,8,20
6789,Spawn the Eternal,PS,PS,1997,,Action,Sony Computer Entertainment,,0.14,0.09,0,0.02,0.24,\N,\N,\N,\N
6794,Madden NFL 13,WiiU,WiiU,2012,E,Sports,Electronic Arts,EA Tiburon,0.22,0,0,0.02,0.24,83,22,5.5,101
6794,Madden NFL 13,WiiU,WiiU,2012,E,Sports,Electronic Arts,EA Tiburon,0.22,0,0,0.02,0.24,75,9,6.7,30
6794,Madden NFL 13,WiiU,WiiU,2012,E,Sports,Electronic Arts,EA Tiburon,0.22,0,0,0.02,0.24,63,6,7.3,38
6794,Madden NFL 13,WiiU,WiiU,2012,E,Sports,Electronic Arts,EA Tiburon,0.22,0,0,0.02,0.24,\N,\N,7.3,4
6812,TimeSplitters: Future Perfect,PS2,PS2,2005,M,Shooter,Electronic Arts,Free Radical Design,0.12,0.09,0,0.03,0.24,82,32,9.1,41
6812,TimeSplitters: Future Perfect,PS2,PS2,2005,M,Shooter,Electronic Arts,Free Radical Design,0.12,0.09,0,0.03,0.24,83,54,8.9,35
6812,TimeSplitters: Future Perfect,PS2,PS2,2005,M,Shooter,Electronic Arts,Free Radical Design,0.12,0.09,0,0.03,0.24,84,39,9.1,117
6816,DK: King of Swing,GBA,GBA,2005,E,Platform,Nintendo,Paon Corporation,0.17,0.06,0,0,0.24,70,30,5,6
6829,Bass Pro Shops: The Hunt,Wii,Wii,2010,T,Sports,XS Games,Griffin International,0.23,0,0,0.02,0.24,\N,\N,\N,\N
6829,Bass Pro Shops: The Hunt,Wii,Wii,2010,T,Sports,XS Games,Griffin International,0.23,0,0,0.02,0.24,\N,\N,\N,\N
6831,Boogie SuperStar,Wii,Wii,2008,E10+,Misc,Electronic Arts,EA Montreal,0.2,0.02,0,0.02,0.24,\N,\N,8.6,14
6836,Street Fighter X Tekken,PSV,PSV,2012,T,Fighting,Capcom,Capcom,,,,,,,,,
6836,Street Fighter X Tekken,PSV,PSV,2012,T,Fighting,Capcom,Capcom,0.14,0.05,0.01,0.04,0.24,79,25,7.5,66
6836,Street Fighter X Tekken,PSV,PSV,2012,T,Fighting,Capcom,Capcom,0.14,0.05,0.01,0.04,0.24,83,45,4.4,177
6837,Kill.Switch,XB,XB,2003,T,Shooter,Namco Bandai Games,Visual Impact,0.18,0.05,0,0.01,0.24,\N,\N,\N,\N
6837,Kill.Switch,XB,XB,2003,T,Shooter,Namco Bandai Games,Namco,0.18,0.05,0,0.01,0.24,75,26,8,7
6841,Stella Glow,3DS,3DS,2015,T,Role-Playing,Atlus,Image Epoch,,,,,,,,,
6850,Luminous Arc,DS,DS,2007,T,Role-Playing,Rising Star Games,Image Epoch,,,,,,,,,
6859,The Price is Right 2010 Edition,Wii,Wii,2009,E,Misc,Ubisoft,Ludia Inc.,0.22,0,0,0.02,0.24,\N,\N,\N,\N
6859,The Price is Right 2010 Edition,Wii,Wii,2009,E,Misc,Ubisoft,Ludia Inc.,0.22,0,0,0.02,0.24,\N,\N,\N,\N
6866,MX vs. ATV Reflex,PSP,PSP,2009,E,Racing,THQ,Rainbow Studios,0.18,0.03,0,0.03,0.24,\N,\N,\N,\N
6866,MX vs. ATV Reflex,PSP,PSP,2009,E,Racing,THQ,Tantalus Interactive,0.18,0.03,0,0.03,0.24,\N,\N,\N,\N
6872,Road Rash 64,N64,N64,1999,,Racing,THQ,,0.19,0.05,0,0,0.24,\N,\N,\N,\N
6882,Ashes Cricket 2009,Wii,Wii,2009,,Sports,Codemasters,,0,0.23,0,0.01,0.24,\N,\N,\N,\N
6882,Ashes Cricket 2009,Wii,Wii,2009,,Sports,Codemasters,,0,0.23,0,0.01,0.24,\N,\N,\N,\N
6882,Ashes Cricket 2009,Wii,Wii,2009,,Sports,Codemasters,,0,0.23,0,0.01,0.24,\N,\N,\N,\N
