Number of blanks,Name,Platform,Console,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
0,The Legend of Zelda: Ocarina of Time,3DS,3DS,2011,Action,Nintendo,,,,,,
0,Super Mario 3D World,WiiU,WiiU,2013,Platform,Nintendo,93,83,9.0,1607,Nintendo,E
0,Minecraft,PS4,PS4,2014,Misc,Sony Computer Entertainment Europe,,,,,,
0,Asteroids,2600,Atari2600,1980,Shooter,Atari,,,,,,
0,Call of Duty: Advanced Warfare,X360,X360,2014,Shooter,Activision,,,4.9,221,High Moon Studios,M
0,FIFA 15,PS3,PS3,2014,Sports,Electronic Arts,,,4.5,109,EA Sports,E
0,Fable II,X360,X360,2008,Role-Playing,Microsoft Game Studios,89,95,6.5,2423,Lionhead Studios,M
0,Namco Museum,GBA,GBA,2001,Misc,Namco Bandai Games,79,10,7.3,6,Mass Media,E
0,Batman: Arkham Asylum,PS3,PS3,2009,Action,Eidos Interactive,91,70,8.9,1122,Rocksteady Studios,T
0,Metal Gear Solid 3: Snake Eater,PS2,PS2,2004,Action,Konami Digital Entertainment,91,68,9.3,955,KCEJ,M
0,Assassin's Creed: Revelations,PS3,PS3,2011,Action,Ubisoft,80,39,7.5,613,Ubisoft Montreal,M
0,Fallout 4,XOne,XOne,2015,Role-Playing,Bethesda Softworks,88,39,6.2,1749,Bethesda Game Studios,M
0,FIFA 14,X360,X360,2013,Sports,Electronic Arts,84,41,4.2,435,EA Canada,E
0,Daxter,PSP,PSP,2006,Platform,Sony Computer Entertainment,85,59,8.7,109,Ready at Dawn,E10+
0,Warcraft II: Tides of Darkness,PC,PC,1995,Strategy,Activision,,,,,,
0,FIFA Soccer 06,PS2,PS2,2005,Sports,Electronic Arts,80,32,7.8,47,EA Canada,E
0,EyeToy Play,PS2,PS2,2003,Misc,Sony Computer Entertainment,80,32,7.5,22,"SCEE, Zoe Mode",E
0,Gran Turismo 5 Prologue,PS3,PS3,2007,Racing,Sony Computer Entertainment,80,67,7.1,120,Polyphony Digital,E
0,Assassin's Creed: Revelations,X360,X360,2011,Action,Ubisoft,80,77,7.2,564,Ubisoft Montreal,M
0,FIFA 12,X360,X360,2011,Sports,Electronic Arts,,,,,,
0,Teenage Mutant Ninja Turtles,NES,NES,1989,Action,Palcom,,,,,,
0,Street Fighter IV,PS3,PS3,2009,Fighting,Capcom,94,61,7.3,330,Capcom,T
0,Excitebike,NES,NES,1984,Racing,Nintendo,,,,,,
0,Frogger,PS,PS,1997,Action,Hasbro Interactive,,,,,,
0,Madden NFL 2003,PS2,PS2,2002,Sports,Electronic Arts,95,25,7.7,65,EA Sports,E
0,Half-Life,PC,PC,1997,Shooter,Vivendi Games,96,24,9.1,3161,Valve Software,M
0,Super Mario World 2: Yoshi's Island,SNES,SNES,1995,Platform,Nintendo,,,,,,
0,FIFA Soccer 07,PS2,PS2,2006,Sports,Electronic Arts,,,,,,
0,Street Fighter II Turbo,SNES,SNES,1992,Fighting,Capcom,,,,,,
0,World of Warcraft: The Burning Crusade,PC,PC,2007,Role-Playing,Activision,91,46,7.9,785,Blizzard Entertainment,T
0,Battlefield 1,PS4,PS4,2016,Shooter,Electronic Arts,88,31,8.4,809,EA DICE,M
0,God of War II,PS2,PS2,2007,Action,Sony Computer Entertainment,93,70,8.9,709,SCE Santa Monica,M
0,World Soccer Winning Eleven 9,PS2,PS2,2005,Sports,Konami Digital Entertainment,,,8.2,23,Konami,E
0,Fallout: New Vegas,X360,X360,2010,Role-Playing,Bethesda Softworks,84,81,8.1,769,Obsidian Entertainment,M
0,Forza Motorsport 2,X360,X360,2007,Racing,Microsoft Game Studios,90,66,8.3,381,Turn 10,E
0,Carnival Games,Wii,Wii,2007,Misc,Take-Two Interactive,56,27,6.0,44,Cat Daddy Games,E
0,Watch Dogs,PS4,PS4,2014,Action,Ubisoft,80,80,6.3,2996,Ubisoft Montreal,M
0,Namco Museum Vol.3,PS,PS,1996,Misc,Sony Computer Entertainment,,,,,,
0,Tekken Tag Tournament,PS2,PS2,2000,Fighting,Namco Bandai Games,85,25,8.5,117,Namco,T
0,Far Cry 4,PS4,PS4,2014,Shooter,Ubisoft,85,83,7.7,1653,Ubisoft Montreal,M
0,Star Fox 64,N64,N64,1997,Shooter,Nintendo,,,,,,
0,Golf,NES,NES,1984,Sports,Nintendo,,,,,,
0,Namco Museum: 50th Anniversary,PS2,PS2,2005,Misc,Namco Bandai Games,61,21,,,Digital Eclipse,E10+
0,Left 4 Dead 2,X360,X360,2009,Shooter,Electronic Arts,89,76,8.6,681,Valve Software,M
0,The Witcher 3: Wild Hunt,PS4,PS4,2015,Role-Playing,Namco Bandai Games,92,79,9.2,10179,CD Projekt Red Studio,M
0,Assassin's Creed: Unity,PS4,PS4,2014,Action,Ubisoft,70,40,4.9,2050,"Ubisoft, Ubisoft Montreal",M
0,Batman: Arkham Knight,PS4,PS4,2015,Action,Warner Bros. Interactive Entertainment,87,89,7.6,2679,Rocksteady Studios,M
0,The Legend of Zelda: Skyward Sword,Wii,Wii,2011,Action,Nintendo,93,81,8.0,1958,Nintendo,E10+
0,Fallout 3,PS3,PS3,2008,Role-Playing,Bethesda Softworks,90,57,8.0,910,Bethesda Game Studios,M
0,Professor Layton and the Diabolical Box,DS,DS,2007,Puzzle,Nintendo,84,65,8.8,72,Level 5,E10+
0,Donkey Kong Land,GB,GB,1994,Platform,Nintendo,,,,,,
0,EA Sports Active,Wii,Wii,2009,Sports,Electronic Arts,81,27,8.7,39,EA Canada,E
0,Tony Hawk's Underground,PS2,PS2,2003,Sports,Activision,90,38,8.7,121,Neversoft Entertainment,T
0,Monster Hunter 4 Ultimate,3DS,3DS,2014,Role-Playing,Nintendo,86,80,8.7,348,Capcom,T
0,The Elder Scrolls V: Skyrim,PC,PC,2011,Role-Playing,Bethesda Softworks,94,32,8.1,9073,Bethesda Game Studios,M
0,NBA 2K16,PS4,PS4,2015,Sports,Take-Two Interactive,87,51,6.7,364,Visual Concepts,E10+
0,Tekken 5,PS2,PS2,2005,Fighting,Namco Bandai Games,88,62,8.6,229,Namco,T
0,Dragon Warrior III,NES,NES,1988,Role-Playing,Enix Corporation,,,,,,
0,MotorStorm,PS3,PS3,2006,Racing,Sony Computer Entertainment,84,9,7.4,220,Evolution Studios,T
0,Nintendogs + cats,3DS,3DS,2011,Simulation,Nintendo,,,,,,
0,World Soccer Winning Eleven 8 International,PS2,PS2,2004,Sports,Konami Digital Entertainment,91,26,9.1,38,KCET,E
0,Sports Champions,PS3,PS3,2010,Sports,Sony Computer Entertainment,76,64,7.9,104,"SCEA, Zindagi Games",E10+
0,Namco Museum Vol.1,PS,PS,1995,Misc,Sony Computer Entertainment,,,,,,
0,The Legend of Zelda: Link's Awakening,GB,GB,1992,Action,Nintendo,,,,,,
0,Call of Duty: Ghosts,PS4,PS4,2013,Shooter,Activision,78,49,3.7,1564,Infinity Ward,M
0,Flash Focus: Vision Training in Minutes a Day,DS,DS,2007,Misc,Nintendo,59,22,4.0,4,"Nintendo, Namco Bandai Games",E
0,Tom Clancy's The Division,PS4,PS4,2016,Shooter,Ubisoft,80,64,7.0,2219,Massive Entertainment,M
0,Big Brain Academy: Wii Degree,Wii,Wii,2007,Misc,Nintendo,68,33,6.9,39,Nintendo,E
0,Resident Evil Director's Cut,PS,PS,1996,Action,Virgin Interactive,,,,,,
0,Mario & Luigi: Bowser's Inside Story,DS,DS,2009,Role-Playing,Nintendo,,,,,,
0,LEGO Indiana Jones: The Original Adventures,X360,X360,2008,Action,Activision,77,60,7.5,66,Traveller's Tales,E10+
0,The Sims: Unleashed,PC,PC,2002,Simulation,Electronic Arts,79,21,8.0,29,Maxis,T
0,Ratchet & Clank: Size Matters,PSP,PSP,2007,Platform,Sony Computer Entertainment,,,,,,
0,Harry Potter and the Sorcerer's Stone,PS,PS,2001,Action,Electronic Arts,64,11,7.5,41,Argonaut Games,E
0,Mario & Sonic at the London 2012 Olympic Games,Wii,Wii,2011,Sports,Sega,,,,,,
0,Resident Evil 3: Nemesis,PS,PS,1999,Action,Eidos Interactive,,,,,,
0,Super Paper Mario,Wii,Wii,2007,Platform,Nintendo,85,56,7.9,417,Intelligent Systems,E
0,Spyro: Year of the Dragon,PS,PS,2000,Platform,Sony Computer Entertainment,91,15,8.8,207,Insomniac Games,E
0,Assassin's Creed IV: Black Flag,PS3,PS3,2013,Action,Ubisoft,88,36,8.1,840,Ubisoft,M
0,FIFA Soccer 2005,PS2,PS2,2004,Sports,Electronic Arts,81,27,7.6,56,EA Canada,E
0,Pokémon Trading Card Game,GB,GB,1998,Strategy,Nintendo,,,,,,
0,Friend Collection,DS,DS,2009,Misc,Nintendo,,,,,,
0,Tony Hawk's Pro Skater 4,PS2,PS2,2002,Sports,Activision,94,27,8.5,128,Neversoft Entertainment,T
0,Star Wars Battlefront (2015),XOne,XOne,2015,Shooter,Electronic Arts,,,,,,
0,MySims,DS,DS,2007,Simulation,Electronic Arts,67,15,7.3,13,TOSE,E
0,Midnight Club 3: DUB Edition,PSP,PSP,2005,Racing,Take-Two Interactive,74,34,8.4,31,Rockstar Leeds,E10+
0,Banjo-Kazooie,N64,N64,1998,Platform,Nintendo,,,,,,
0,SOCOM: U.S. Navy SEALs,PS2,PS2,2002,Shooter,Sony Computer Entertainment,82,42,7.9,82,Zipper Interactive,M
0,Jak and Daxter: The Precursor Legacy,PS2,PS2,2001,Platform,Sony Computer Entertainment,90,35,8.7,312,Naughty Dog,E
0,Pokemon Snap,N64,N64,1999,Simulation,Nintendo,,,,,,
0,Pro Evolution Soccer 2008,PS2,PS2,2007,Sports,Konami Digital Entertainment,82,10,7.9,38,Konami,E
0,Resident Evil 4,PS2,PS2,2005,Action,Capcom,96,38,8.9,1013,Capcom,M
0,Guitar Hero: World Tour,Wii,Wii,2008,Misc,Activision,86,18,7.6,71,Vicarious Visions,T
0,FIFA Soccer 10,PS3,PS3,2009,Sports,Electronic Arts,91,56,7.6,203,EA Sports,E
0,Star Wars: Battlefront,PS2,PS2,2004,Shooter,LucasArts,82,36,8.7,142,Pandemic Studios,T
0,Doom II: Hell on Earth,PC,PC,1994,Shooter,Virgin Interactive,,,,,,
0,The Simpsons: Road Rage,PS2,PS2,2001,Racing,Electronic Arts,64,23,7.7,32,Fox Interactive,T
0,Luigi's Mansion,GC,GC,2001,Action,Nintendo,78,34,8.5,161,Nintendo,E
0,Battlefield 4,PS4,PS4,2013,Shooter,Electronic Arts,85,18,6.9,1580,EA DICE,M
0,Star Wars: Battlefront II,PS2,PS2,2005,Shooter,LucasArts,84,30,9.0,268,Pandemic Studios,T
0,Just Dance 2014,Wii,Wii,2013,Misc,Ubisoft,,,6.2,10,Ubisoft,E10+
0,Cooking Mama 2: Dinner With Friends,DS,DS,2007,Simulation,505 Games,70,39,8.0,9,Office Create,E
0,WWF SmackDown!,PS,PS,2000,Fighting,THQ,,,,,,
0,Croc: Legend of the Gobbos,PS,PS,1997,Platform,Fox Interactive,,,,,,
0,Grand Theft Auto: Liberty City Stories,PS2,PS2,2006,Action,Take-Two Interactive,78,49,7.8,112,Rockstar Leeds,M
0,The Getaway,PS2,PS2,2002,Action,Sony Computer Entertainment,72,49,6.8,88,Team Soho,M
0,Tomb Raider III: Adventures of Lara Croft,PS,PS,1997,Action,Eidos Interactive,,,,,,
0,James Bond 007: Agent Under Fire,PS2,PS2,2001,Shooter,Electronic Arts,72,27,7.9,48,EA Redwood Shores,T
0,LEGO Star Wars: The Video Game,PS2,PS2,2005,Action,Eidos Interactive,,,,,,
0,Rugrats in Paris: The Movie,PS,PS,2000,Action,THQ,,,,,,
0,FIFA Soccer 11,X360,X360,2010,Sports,Electronic Arts,88,66,7.5,155,EA Sports,E
0,Spyro 2: Ripto's Rage!,PS,PS,1999,Platform,Sony Computer Entertainment,,,,,,
0,Left 4 Dead,X360,X360,2008,Shooter,Electronic Arts,89,67,7.9,1309,Certain Affinity,M
0,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,SNES,1996,Platform,Nintendo,,,,,,
0,Assassin's Creed: Unity,XOne,XOne,2014,Action,Ubisoft,72,59,4.1,1005,"Ubisoft, Ubisoft Montreal",M
0,Kung Fu,NES,NES,1985,Action,Nintendo,,,,,,
0,Resident Evil 5,X360,X360,2009,Action,Capcom,83,91,7.5,523,Capcom,M
0,Assassin's Creed: Brotherhood,X360,X360,2010,Action,Ubisoft,89,81,8.3,693,Ubisoft Montreal,M
0,FIFA Soccer 2004,PS2,PS2,,Sports,Electronic Arts,84,20,6.4,76,EA Canada,E
0,Battlefield 4,PS3,PS3,2013,Shooter,Electronic Arts,80,14,5.8,579,EA DICE,M
0,Batman: Arkham Asylum,X360,X360,2009,Action,Eidos Interactive,92,78,8.7,1080,Rocksteady Studios,T
0,Battlefield 4,X360,X360,2013,Shooter,Electronic Arts,79,21,5.6,542,EA DICE,M
0,Battlefield: Bad Company 2,X360,X360,2010,Shooter,Electronic Arts,88,75,8.6,869,EA DICE,M
0,Mario & Sonic at the Olympic Winter Games,DS,DS,2009,Sports,Sega,,,,,,
0,Guitar Hero: On Tour,DS,DS,2008,Misc,Activision,71,70,8.8,29,Vicarious Visions,E10+
0,Clubhouse Games,DS,DS,2006,Misc,Nintendo,83,30,8.4,28,Agenda,E
0,Monster Hunter 4,3DS,3DS,2013,Role-Playing,Capcom,,,,,,
0,Borderlands,X360,X360,2009,Shooter,Take-Two Interactive,84,83,8.2,715,Gearbox Software,M
0,Tekken 4,PS2,PS2,2002,Fighting,Namco Bandai Games,79,23,8.3,126,Namco,T
0,Final Fantasy III,SNES,SNES,1994,Role-Playing,SquareSoft,,,,,,
0,Grand Theft Auto 2,PS,PS,1998,Action,Take-Two Interactive,70,15,8.0,67,DMA Design,T
0,Metal Gear Solid V: The Phantom Pain,PS4,PS4,2015,Action,Konami Digital Entertainment,93,86,8.2,3943,"Kojima Productions, Moby Dick Studio",M
0,Spider-Man 2,PS2,PS2,2004,Action,Activision,80,50,8.9,106,Treyarch,T
0,F-1 Race,GB,GB,1990,Racing,Nintendo,,,,,,
0,FIFA Soccer 2003,PS2,PS2,2002,Sports,Electronic Arts,88,15,6.7,35,EA Canada,E
0,LittleBigPlanet 2,PS3,PS3,2011,Platform,Sony Computer Entertainment,91,86,8.4,657,Media Molecule,E
0,Crash Bash,PS,PS,2000,Misc,Sony Computer Entertainment,68,12,8.2,99,Eurocom Entertainment Software,E
0,Assassin's Creed Syndicate,PS4,PS4,2015,Action,Ubisoft,76,86,6.8,1319,Ubisoft Quebec,M
0,LEGO Batman: The Videogame,X360,X360,2008,Action,Warner Bros. Interactive Entertainment,76,49,7.9,75,Traveller's Tales,E10+
0,Destiny,XOne,XOne,2014,Shooter,Activision,75,11,5.5,1735,"Bungie Software, Bungie",T
0,WWF War Zone,PS,PS,1998,Fighting,Acclaim Entertainment,,,,,,
0,The Legend of Zelda: Majora's Mask,N64,N64,2000,Action,Nintendo,,,,,,
0,Far Cry 3,PS3,PS3,2012,Shooter,Ubisoft,90,32,8.5,1041,Ubisoft Montreal,M
0,Rugrats: Search For Reptar,PS,PS,1998,Adventure,THQ,,,,,,
0,English Training: Have Fun Improving Your Skills!,DS,DS,2006,Misc,Nintendo,,,,,,
0,James Bond 007: Nightfire,PS2,PS2,2002,Shooter,Electronic Arts,77,20,8.5,66,Eurocom Entertainment Software,T
0,Ratchet & Clank,PS2,PS2,2002,Platform,Sony Computer Entertainment,,,,,,
0,Monster Hunter X,3DS,3DS,2015,Action,Capcom,,,,,,
0,Star Wars Episode III: Revenge of the Sith,PS2,PS2,2005,Action,LucasArts,60,34,7.2,82,Double Helix Games,T
0,The Legend of Zelda: Spirit Tracks,DS,DS,2009,Action,Nintendo,87,75,7.8,228,Nintendo,E10+
0,Max Payne,PS2,PS2,2001,Shooter,Take-Two Interactive,80,21,8.5,86,Rockstar Toronto,M
0,Assassin's Creed IV: Black Flag,X360,X360,2013,Action,Ubisoft,86,35,7.9,701,Ubisoft,M
0,The Lord of the Rings: The Return of the King,PS2,PS2,2003,Action,Electronic Arts,85,31,8.7,105,EA Games,T
0,Yokai Watch 2 Ganso/Honke,3DS,3DS,2014,Role-Playing,Nintendo,,,,,,
0,Gears of War: Ultimate Edition,XOne,XOne,2015,Shooter,Microsoft Game Studios,82,74,7.5,563,"Splash Damage, The Coalition",M
0,True Crime: Streets of LA,PS2,PS2,2003,Action,Activision,77,39,8.0,94,"Luxoflux, Inc.",M
0,Professor Layton and the Unwound Future,DS,DS,2008,Puzzle,Nintendo,86,62,9.2,111,Level 5,E10+
0,Gran Turismo (PSP),PSP,PSP,2009,Racing,Sony Computer Entertainment,,,,,,
0,FIFA 16,XOne,XOne,2015,Sports,Electronic Arts,84,45,4.4,459,EA Sports,E
0,Wii Music,Wii,Wii,2008,Misc,Nintendo,63,43,4.6,116,Nintendo,E
0,Tekken,PS,PS,1995,Fighting,Sony Computer Entertainment,,,,,,
0,Madden NFL 16,PS4,PS4,2015,Sports,Electronic Arts,83,37,5.9,180,EA Sports,E
0,Gran Turismo 6,PS3,PS3,2013,Racing,Sony Computer Entertainment,81,81,7.7,758,Polyphony Digital,E
0,Halo: The Master Chief Collection,XOne,XOne,2014,Shooter,Microsoft Game Studios,85,69,7.2,1267,343 Industries,M
0,007: Tomorrow Never Dies,PS,PS,1999,Shooter,Electronic Arts,,,,,,
0,Super Mario Maker,WiiU,WiiU,2015,Platform,Nintendo,88,85,8.7,691,Nintendo,E
0,WWF SmackDown! 2: Know Your Role,PS,PS,2000,Fighting,THQ,,,,,,
0,Baseball,NES,NES,1983,Sports,Nintendo,,,,,,
0,Killer Instinct,SNES,SNES,1995,Fighting,Nintendo,,,,,,
0,Dragon Quest VI: Maboroshi no Daichi,SNES,SNES,1995,Role-Playing,Enix Corporation,,,,,,
0,God of War: Chains of Olympus,PSP,PSP,2008,Action,Sony Computer Entertainment,91,79,8.6,565,Ready at Dawn,M
0,Enter the Matrix,PS2,PS2,2003,Action,Atari,62,30,8.1,137,Shiny Entertainment,T
0,Crisis Core: Final Fantasy VII,PSP,PSP,2007,Role-Playing,Square Enix,83,67,8.0,463,Square Enix,T
0,Dance Central,X360,X360,2010,Misc,MTV Games,82,63,7.6,85,Harmonix Music Systems,T
0,L.A. Noire,PS3,PS3,2011,Adventure,Take-Two Interactive,89,78,7.7,1010,Team Bondi,M
0,Ace Combat 04: Shattered Skies,PS2,PS2,2001,Simulation,Sony Computer Entertainment Europe,89,22,9.1,95,Namco,E
0,Animal Crossing,GC,GC,2001,Simulation,Nintendo,87,42,8.9,137,Nintendo,E
0,FIFA Soccer 08,PS2,PS2,2007,Sports,Electronic Arts,83,12,6.5,36,EA Canada,E
0,Club Penguin: Elite Penguin Force,DS,DS,2008,Adventure,Disney Interactive Studios,,,8.0,37,1st Playable Productions,E
0,Spider-Man,PS,PS,2000,Action,Activision,87,19,9.0,107,Neversoft Entertainment,E
0,Mario Party 9,Wii,Wii,2012,Misc,Nintendo,73,45,6.8,155,Nd Cube,E
0,Need for Speed III: Hot Pursuit,PS,PS,1998,Racing,Electronic Arts,88,13,,,EA Canada,E
0,Star Wars Episode I Racer,N64,N64,1999,Racing,Nintendo,,,,,,
0,Sonic Rush,DS,DS,2005,Platform,Sega,82,43,8.5,101,"Dimps Corporation, Sonic Team",E
0,Dragon Warrior IV,NES,NES,1990,Role-Playing,Enix Corporation,,,,,,
0,Rhythm Heaven,DS,DS,2008,Misc,Nintendo,83,48,9.0,63,Nintendo,E
0,Fallout: New Vegas,PS3,PS3,2010,Role-Playing,Bethesda Softworks,82,57,7.8,492,Obsidian Entertainment,M
0,Personal Trainer: Cooking,DS,DS,2006,Misc,Nintendo,81,12,7.8,10,Indies Zero,E
0,The Elder Scrolls IV: Oblivion,PS3,PS3,2007,Role-Playing,Ubisoft,93,45,8.0,604,4J Studios,M
0,The Legend of Zelda: A Link Between Worlds,3DS,3DS,2013,Action,Nintendo,91,81,8.9,1057,Nintendo,E
0,Resident Evil 6,PS3,PS3,2012,Shooter,Capcom,74,34,5.4,1304,Capcom,M
0,Mass Effect 2,X360,X360,2010,Role-Playing,Electronic Arts,96,98,8.9,3143,BioWare,M
0,Dragon Ball Z: Budokai,PS2,PS2,2002,Fighting,Atari,67,28,7.9,71,Dimps Corporation,T
0,Madden NFL 2002,PS2,PS2,2001,Sports,Electronic Arts,94,23,7.9,46,EA Sports,E
0,World Class Track Meet,NES,NES,1986,Sports,Namco Bandai Games,,,,,,
0,Donkey Kong,GB,GB,1994,Platform,Nintendo,,,,,,
0,The Sims: Vacation,PC,PC,2002,Simulation,Electronic Arts,75,18,7.8,22,Maxis,T
0,LEGO Batman: The Videogame,Wii,Wii,,Action,Warner Bros. Interactive Entertainment,74,17,7.9,22,Traveller's Tales,E10+
0,Animal Crossing: Happy Home Designer,3DS,3DS,2015,Simulation,Nintendo,66,60,6.9,106,Nintendo,E
0,The Sims 4,PC,PC,2014,Simulation,Electronic Arts,70,74,3.9,2057,Maxis,T
0,Borderlands 2,X360,X360,2012,Shooter,Take-Two Interactive,89,59,8.2,892,Gearbox Software,M
0,LEGO Batman: The Videogame,DS,DS,2008,Action,Warner Bros. Interactive Entertainment,72,16,8.0,16,TT Fusion,E10+
0,Kung Fu Panda,X360,X360,2008,Action,Activision,75,42,7.4,32,"Luxoflux, Inc.",E10+
0,Mass Effect 3,X360,X360,2012,Role-Playing,Electronic Arts,93,74,5.8,3725,BioWare,M
0,Heavy Rain,PS3,PS3,2010,Adventure,Sony Computer Entertainment,87,107,7.7,2759,Quantic Dream,M
0,Rayman,PS,PS,1995,Platform,Ubisoft,,,,,,
0,Saints Row 2,X360,X360,2008,Action,THQ,81,75,8.1,307,Volition Inc.,M
0,Tom Clancy's Splinter Cell,XB,XB,2002,Action,Ubisoft,93,46,8.5,121,Ubisoft Montreal,T
0,Mike Tyson's Punch-Out!!,NES,NES,1987,Fighting,Nintendo,,,,,,
0,WWE SmackDown! Shut Your Mouth,PS2,PS2,2002,Sports,THQ,,,,,,
0,FIFA 14,PS4,PS4,2013,Sports,Electronic Arts,87,26,6.3,616,EA Canada,E
0,Killzone 2,PS3,PS3,2009,Shooter,Sony Computer Entertainment,91,94,8.1,1505,Guerrilla,M
0,Far Cry 3,X360,X360,2012,Shooter,Ubisoft,91,39,8.6,1247,Ubisoft Montreal,M
0,Epic Mickey,Wii,Wii,2010,Platform,Disney Interactive Studios,73,78,7.0,131,Junction Point,E
0,NBA 2K13,X360,X360,2012,Sports,Take-Two Interactive,88,41,7.2,131,Visual Concepts,E
0,Dragon Ball Z: Budokai Tenkaichi 3,PS2,PS2,2007,Fighting,Atari,73,24,9.2,173,"Spike, Namco Bandai Games",T
0,wwe Smackdown vs. Raw 2006,PS2,PS2,,Fighting,N/A,,,,,,
0,Star Fox,SNES,SNES,1993,Shooter,Nintendo,,,,,,
0,The Sims: Livin Large,PC,PC,2000,Misc,Electronic Arts,82,23,6.6,20,Maxis,T
0,World Soccer Winning Eleven 6 International,PS2,PS2,2002,Sports,Konami Digital Entertainment,93,24,9.1,65,KCET,E
0,Devil May Cry,PS2,PS2,2001,Action,Capcom,94,37,8.5,466,Capcom,M
0,Star Wars: The Old Republic,PC,PC,2011,Role-Playing,Electronic Arts,85,73,5.9,2748,"LucasArts, BioWare",T
0,Middle-Earth: Shadow of Mordor,PS4,PS4,2014,Action,Warner Bros. Interactive Entertainment,84,85,8.1,1886,Monolith Productions,M
0,Sonic Heroes,PS2,PS2,2003,Platform,Sega,64,29,7.8,94,Sonic Team,E
0,Hitman 2: Silent Assassin,PS2,PS2,2002,Action,Eidos Interactive,85,19,7.8,78,Io Interactive,M
0,Titanfall,XOne,XOne,2014,Shooter,Electronic Arts,86,68,6.4,2658,Respawn Entertainment,M
0,Battlefield: Bad Company 2,PS3,PS3,2010,Shooter,Electronic Arts,88,59,8.5,572,EA DICE,M
0,Wave Race 64,N64,N64,1996,Racing,Nintendo,,,,,,
0,SOCOM II: U.S. Navy SEALs,PS2,PS2,2003,Shooter,Sony Computer Entertainment,87,42,9.0,93,Zipper Interactive,M
0,WWE SmackDown! vs. RAW 2006,PS2,PS2,2005,Fighting,THQ,,,,,,
0,Pac-Man Collection,GBA,GBA,2001,Puzzle,Atari,79,13,7.8,4,Mass Media,E
0,Street Fighter IV,X360,X360,2009,Fighting,Capcom,93,77,7.3,292,Capcom,T
0,inFAMOUS,PS3,PS3,2009,Action,Sony Computer Entertainment,85,98,8.3,1172,Sucker Punch,T
0,Kirby Super Star Ultra,DS,DS,2008,Platform,Nintendo,76,40,8.8,76,HAL Labs,E
0,Call of Duty: Ghosts,XOne,XOne,2013,Shooter,Activision,78,7,4.3,700,Infinity Ward,M
0,FIFA 15,X360,X360,2014,Sports,Electronic Arts,,,4.2,85,EA Sports,E
0,Super Mario World 2: Yoshi's Island,GBA,GBA,2002,Platform,Nintendo,,,,,,
0,Mass Effect,X360,X360,2007,Role-Playing,Microsoft Game Studios,91,74,8.7,1692,BioWare,M
0,Sonic Mega Collection Plus,PS2,PS2,2004,Misc,Sega,73,21,8.6,30,Sonic Team,E
0,World Soccer Winning Eleven 7 International,PS2,PS2,2003,Sports,Konami Digital Entertainment,93,28,9.0,45,KCET,E
0,Sega Superstars Tennis,X360,X360,2008,Sports,Sega,67,45,6.8,18,Sumo Digital,E10+
0,Hot Shots Golf 3,PS2,PS2,2001,Sports,Sony Computer Entertainment,85,30,8.9,16,Clap Hanz,E
0,Cooking Mama: Cook Off,Wii,Wii,2007,Simulation,505 Games,61,37,5.3,23,OfficeCreate,E
0,Call of Duty: Finest Hour,PS2,PS2,2004,Shooter,Activision,76,49,7.7,69,Spark Unlimited,T
0,WarioWare: Smooth Moves,Wii,Wii,2006,Puzzle,Nintendo,83,61,7.4,179,Intelligent Systems,E10+
0,Syphon Filter,PS,PS,1999,Shooter,Sony Computer Entertainment,,,,,,
0,Imagine: Babyz,DS,DS,2007,Simulation,Ubisoft,,,7.7,15,Ubisoft,E
0,Colin McRae Rally,PS,PS,1998,Racing,Codemasters,,,,,,
0,Madden NFL 13,X360,X360,2012,Sports,Electronic Arts,81,36,5.8,179,EA Tiburon,E
0,The Elder Scrolls III: Morrowind,XB,XB,2002,Role-Playing,Ubisoft,87,34,8.7,111,Bethesda Softworks,T
0,Assassin's Creed IV: Black Flag,PS4,PS4,2013,Action,Ubisoft,83,29,7.8,1530,Ubisoft,M
0,Command & Conquer: Red Alert,PC,PC,1996,Strategy,Virgin Interactive,,,,,,
0,F-Zero,SNES,SNES,1990,Racing,Nintendo,,,,,,
0,Yoshi's Story,N64,N64,1997,Platform,Nintendo,,,,,,
0,Mortal Kombat,PS3,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,84,60,8.4,494,NetherRealm Studios,M
0,Madden NFL 10,X360,X360,2009,Sports,Electronic Arts,85,58,6.1,90,EA Tiburon,E
0,WWE SmackDown! vs. Raw,PS2,PS2,2002,Fighting,THQ,,,,,,
0,BioShock,X360,X360,2007,Shooter,Take-Two Interactive,96,88,8.9,2249,"Irrational Games, 2K Marin",M
0,Metroid Prime,GC,GC,2002,Shooter,Nintendo,97,70,9.3,747,Retro Studios,T
0,Assassin's Creed: Brotherhood,PS3,PS3,2010,Action,Ubisoft,90,59,8.2,791,Ubisoft Montreal,M
0,Finding Nemo,GBA,GBA,2003,Action,THQ,,,7.0,8,Vicarious Visions,E
0,Zumba Fitness 2,Wii,Wii,2011,Sports,Majesco Entertainment,,,,,"Majesco Games, Majesco",T
0,Myst,PC,PC,1994,Adventure,Red Orb,,,,,,
0,Medal of Honor,PS3,PS3,2010,Shooter,Electronic Arts,75,56,7.5,286,"EA DICE, Danger Close",M
